,0,1
0,870abbc10ad3249aab8e8e642116c226.multimod,0.0
1,d480e92e0e48f4c7a70ac0628826dfb4.multimod,0.0
2,c8221fef88a190810307d13498569d48.multimod,0.6339415311813354
3,7b704086c52056e81fe3a8070bbd1ffc.multimod,0.17336034774780273
4,b5ccfba90fdf59bf5c9eeee9b03f06ab.multimod,0.0
5,4446e1f537f80b11de4ef19893dc0463.multimod,0.7833219766616821
6,2a1a654591758932f022c3a9d1ae1ca2.multimod,9.5367431640625e-07
7,0483126cc20b47c60c31b8667177ae05.multimod,0.0
8,ec5004780fa31f3c1dccc2604d28b3f0.multimod,0.7954649925231934
9,636d9c6a1b52619e7fde026b4b168e4d.multimod,0.0
10,07a8ab6fc1e91748a399fa727ee31f35.multimod,0.4201212525367737
11,bc6aaefe9a7004719f7f0607fc4efdb2.multimod,0.3502892255783081
12,310d36e24ab5a9377eb385223832c7ed.multimod,8.940696716308594e-07
13,61bc3e81eb79d47b4675d8b20589f933.multimod,2.384185791015625e-07
14,00a4d3a5760a79356a545e68def552dd.multimod,0.0
15,bad167c3b453604fb703ff41799220e7.multimod,0.330410361289978
16,f7e88e00545a38e5b905ee4fe354855f.multimod,0.8966169953346252
17,675cb697043f70352637fa0682c89fde.multimod,0.33183079957962036
18,429baa3c715e77e727194bf106953bc6.multimod,0.0
19,17c8259e72eaffe28e8110677843d5c5.multimod,0.0
20,8fb4fd75fbf6b730d2926febd79bf749.multimod,0.0
21,052a701de3fe683d45cd17ab8c92df88.multimod,0.3440377116203308
22,8496b357bce0723b73cbf2001a9c030d.multimod,0.0
23,694dfbe6c528b077cdb965240486a56c.multimod,0.0
24,5ad3b641da4c85b6ba3f0ff539e25524.multimod,0.5251621603965759
25,8cd47f68c4e50cf312423e5f19e6caef.multimod,0.6394213438034058
26,26e1dd5486d64149d50fe8fb6b7e6e03.multimod,0.0
27,f80677ad9403b34fda17928eef7251c4.multimod,0.0
28,723879fbbb1e6489d9556c32cf452595.multimod,0.6394213438034058
29,8e97ed6da4349b846a9c4929a12d2bb7.multimod,1.3232231140136719e-05
30,788b0f9b1cac0cc253cfe0774c660dae.multimod,1.1920928955078125e-07
31,59bee69aea0973de14c703dfd015a991.multimod,0.0669173002243042
32,e0b925a03ec2ead771f5f4b04029653f.multimod,0.0
33,337cd93b79c727cc4505605c02fb7470.multimod,0.12818533182144165
34,2fb31d0152997ae27751b2d5ea5c41af.multimod,0.7806004285812378
35,704084364970722289fc767a2f0ecb87.multimod,0.6943060159683228
36,7eafa8b0a70cf4e9b051c619ad4ad13d.multimod,9.179115295410156e-06
37,e8076789a8aa39bde68ba70f7177486c.multimod,8.606910705566406e-05
38,a3318dc3901ddc37be45586adae2b5b9.multimod,0.8392767906188965
39,7a80c165cec8a98c8c8933ae406f02ca.multimod,0.0
40,30cf8eca4792816c913ae588dff447ac.multimod,0.0
41,7f0743d2ec364c1c43e4358eedaabdd7.multimod,0.0
42,efbb9f0f73b28f114c998b677da70218.multimod,0.002855360507965088
43,66db880a8c21ff1eccfa8245a939923e.multimod,0.0
44,f797139d648c2a8504c25b9e886d5157.multimod,0.5982263088226318
45,4de098c5becad5fa3aedf1c4b7b8bfd8.multimod,2.384185791015625e-07
46,a0385df1182a552d55a13b4e8eebaea3.multimod,0.47423890233039856
47,8744f8be02d2e26c68444993675942b0.multimod,0.7541959285736084
48,ce8af9f0e63fbb56b2a8325dacc55ad4.multimod,0.6066150665283203
49,88f85ad0d5dcf171359db90c3a0a20b5.multimod,0.0
50,de681d96acf5cb5b5c4fe74e894b2a12.multimod,0.0
51,9238b750b1c9d161270f2d3f1c79b5dd.multimod,0.7940481305122375
52,3ffd31d26a1f452a9b14d2863475a1a9.multimod,0.7051194310188293
53,a36fe997fe268064dc49d5409d5cf2f9.multimod,0.0
54,81088b80a0254afe80ab1e323890c576.multimod,0.0
55,4eea2753d42fef7dc74ea1c8350c659e.multimod,0.0
56,a0fe9e40c75a7f5595456ba5d3551086.multimod,2.384185791015625e-07
57,9ab6cc575dc6d8e4cc0581cdea7a5114.multimod,0.008463621139526367
58,c939bae3b894ae42ecc249eca8ce7a74.multimod,0.0
59,bc16edd6a039c8d30e9092fec00e8026.multimod,0.500728964805603
60,0238ae7ac66b4458d410832baedae3e3.multimod,0.0
61,e34b962a5f6806b23a505db8f1967cf2.multimod,0.8069242835044861
62,803dc7ac2f162c5f0022ee6520ae3792.multimod,0.0
63,cf48318ac7b55cc30de404e30cda9428.multimod,0.0
64,ae2c6f78b81662bcfc22edda61d892e0.multimod,0.012750089168548584
65,acf9bead4798101174cb9270623878f1.multimod,0.574809730052948
66,bc59a488656d9fa5e3d7bd237e5d2647.multimod,0.0
67,b3f25c447092e2e47925fbe349f50d89.multimod,0.0
68,9cf27a07e0a4a6f6b1a8958241a6a83f.multimod,0.0
69,2a614f7ae73c2a159320c96cc83095db.multimod,0.0
70,71497864fa0c22c2681ce60d8ffb3aa5.multimod,0.0
71,02d85130c9b4db96aa5f2e7ac37bca0c.multimod,0.0
72,cf5bd0512064c34191047823f1812e4a.multimod,1.1682510375976562e-05
73,aefd9876d4fb739cbd76b16d19bfbb20.multimod,0.0006120204925537109
74,8876f385229dd027473fc2a6b61f26d3.multimod,0.0
75,acf114610271e97cb58b172d135564bb.multimod,0.0
76,a87de93e857be589a5ff786506466046.multimod,0.8607001304626465
77,4857a57f41f6ce078e98624e9e76239f.multimod,0.33964335918426514
78,393a750128c28c8a8c7d29df7dfca81e.multimod,2.384185791015625e-07
