,0,1
0,870abbc10ad3249aab8e8e642116c226.drebin,1.33514404296875e-05
1,d480e92e0e48f4c7a70ac0628826dfb4.drebin,1.1920928955078125e-07
2,b5ccfba90fdf59bf5c9eeee9b03f06ab.drebin,4.172325134277344e-06
3,2a1a654591758932f022c3a9d1ae1ca2.drebin,7.510185241699219e-05
4,0483126cc20b47c60c31b8667177ae05.drebin,0.0
5,ec5004780fa31f3c1dccc2604d28b3f0.drebin,0.03489029407501221
6,636d9c6a1b52619e7fde026b4b168e4d.drebin,8.344650268554688e-06
7,07a8ab6fc1e91748a399fa727ee31f35.drebin,0.020712733268737793
8,bc6aaefe9a7004719f7f0607fc4efdb2.drebin,0.3870692849159241
9,1526c8aef60aed86ea4451253cae0671.drebin,0.24015653133392334
10,310d36e24ab5a9377eb385223832c7ed.drebin,2.682209014892578e-06
11,00a4d3a5760a79356a545e68def552dd.drebin,0.3010423183441162
12,d1b5edaa3d779ffd92d751d26c56f186.drebin,0.803904116153717
13,429baa3c715e77e727194bf106953bc6.drebin,1.1920928955078125e-07
14,17c8259e72eaffe28e8110677843d5c5.drebin,0.00015348196029663086
15,8fb4fd75fbf6b730d2926febd79bf749.drebin,1.1920928955078125e-07
16,8496b357bce0723b73cbf2001a9c030d.drebin,9.775161743164062e-06
17,694dfbe6c528b077cdb965240486a56c.drebin,0.0
18,f80677ad9403b34fda17928eef7251c4.drebin,7.152557373046875e-07
19,788b0f9b1cac0cc253cfe0774c660dae.drebin,0.00098496675491333
20,59bee69aea0973de14c703dfd015a991.drebin,0.37190908193588257
21,e0b925a03ec2ead771f5f4b04029653f.drebin,6.079673767089844e-06
22,4abb56b297605938582670ea8eeddf8e.drebin,0.7219237089157104
23,e8076789a8aa39bde68ba70f7177486c.drebin,0.049483299255371094
24,7a80c165cec8a98c8c8933ae406f02ca.drebin,0.0
25,7f0743d2ec364c1c43e4358eedaabdd7.drebin,5.185604095458984e-06
26,efbb9f0f73b28f114c998b677da70218.drebin,0.0
27,66db880a8c21ff1eccfa8245a939923e.drebin,0.9978517889976501
28,4de098c5becad5fa3aedf1c4b7b8bfd8.drebin,5.882978439331055e-05
29,8744f8be02d2e26c68444993675942b0.drebin,0.550525426864624
30,877386837a3b4ebcf533e3a2c63c9d1a.drebin,0.647196888923645
31,ce8af9f0e63fbb56b2a8325dacc55ad4.drebin,0.2893823981285095
32,88f85ad0d5dcf171359db90c3a0a20b5.drebin,0.0
33,3ffd31d26a1f452a9b14d2863475a1a9.drebin,0.9776591658592224
34,a36fe997fe268064dc49d5409d5cf2f9.drebin,0.0
35,81088b80a0254afe80ab1e323890c576.drebin,1.2278556823730469e-05
36,4eea2753d42fef7dc74ea1c8350c659e.drebin,8.320808410644531e-05
37,a0fe9e40c75a7f5595456ba5d3551086.drebin,0.00020563602447509766
38,c939bae3b894ae42ecc249eca8ce7a74.drebin,1.1920928955078125e-07
39,0238ae7ac66b4458d410832baedae3e3.drebin,0.0
